OBJECTID,CT20,LABEL,Population Density (Pop Per Square Mile),Total Population,Median Household Income,Median Home Value,Percent White Population,Percent Black Population,Percent Asian Population,Percent Hispanic Population,Percent Owner Occupied Housing Units,Percent Population With Higher Education,Number of Permits,Mean Year Built of Retrofitted Residences,Mean Building Age (All Residences),Mean Year Built of All 1 or 2 Family Dwellings,Number of 1 or 2 Family Dwellings,Mean Year Built of All 1 or 2 Family Dwellings Built Before 1980,Number of 1 or 2 Family Dwellings Built Before 1980,Normalized Permit Count (Method 2),Permits Per 1000 Residences (Method 2- Overall),Transformed Permit Count (Method 2- Overall),Number of 1 or 2 Family Dwellings Built Before 1940,Percent of 1 or 2 Family Dwellings Built Before 1940,Corresponding Zip Code,EBB Program Identifier (2021),EBB Program Identifier (2022),CenterLat,CenterLong,SS,Permits Per 1000 Residences (Method 2- Pre 2013),Transformed Permit Count (Method 2- Pre 2013),Permits Per 1000 Residences (Method 2- 2013 Onwards),Transformed Permit Count (Method 2- 2013 Onwards)
417,185203,1852.03,12361.5,2616,69055,750000,20.8,0.88,8.45,74.31,40.79,33.11,8,1919.875,90.053846,1931.946154,520,1925.911392,474,0.016878,16.878,2.883551,409,78.653846,90065,1,1,34.100132,-118.2317,2.111,6.329114,1.991854625,10.548523,2.446558
418,185204,1852.04,5138.9,1912,107223,872378,36.51,2.41,25.52,34.94,74.83,66.91,14,1938,69.908257,1952.091743,655,1946.355786,579,0.02418,24.18,3.226035,230,35.114504,90065,1,1,34.102909,-118.223272,2.112,15.544041,2.806026004,8.635579,2.265462
419,185310,1853.1,16551.9,2691,74757,667098,17.61,0.45,6.65,84.21,38.29,27.27,11,1916.454545,104.901042,1917.098958,384,1916.704188,382,0.028796,28.796,3.394368,371,96.614583,90065,1,1,34.092208,-118.222638,2.085,7.853403,2.180801921,20.942408,3.088421
420,185320,1853.2,12843.7,2758,48748,667484,18.27,1.45,7.76,80.28,32.7,26.79,4,1907.5,100.641711,1921.358289,378,1917.780556,360,0.01105,11.05,2.489042,344,91.005291,90065,1,1,34.088688,-118.224821,2.075,0,0,11.049724,2.489042
421,186100,1861,9055.8,4710,110403,820102,39.75,1.34,26.43,33.31,67.98,63,16,1935.5625,80.323256,1941.676744,1291,1939.323339,1234,0.012966,12.966,2.636623,750,58.0945,90065,1,1,34.128468,-118.229993,2.139,4.051864,1.619757256,8.9141,2.293958
422,186201,1862.01,15465,3117,68405,825284,25.25,2.66,37.15,35.1,23.85,39.34,17,1929.176471,69.751708,1952.248292,439,1935.137725,334,0.050898,50.898,3.949284,220,50.113895,90041,1,1,34.121317,-118.218858,2.128,38.922156,3.68693145,11.976048,2.563105
423,186202,1862.02,11768.1,1855,99753,806352,28.73,2.75,31.75,39.14,51.68,62.44,4,1966.25,63.324074,1958.675926,433,1952.483516,364,0.010989,10.989,2.48399,67,15.473441,90065,1,1,34.120034,-118.224202,2.129,8.241758,2.223732153,2.747253,1.321023
424,186203,1862.03,8344.4,2715,128545,846889,46,2.21,14.95,36.76,81.96,68.4,37,1930.594595,71.92379,1950.07621,972,1942.747909,837,0.044205,44.205,3.811219,352,36.213992,90065,1,1,34.115008,-118.215354,2.12,25.089606,3.261536987,19.11589,3.00151
425,186301,1863.01,5726.8,2566,59956,724174,26.7,2.57,12.2,65.39,28.62,43.46,9,1936.333333,78.656126,1943.343874,254,1937.078947,228,0.039301,39.301,3.696384,132,51.968504,90065,1,1,34.122354,-118.240427,2.137,17.467249,2.915998834,21.834061,3.128253
426,186302,1863.02,7957.8,5178,94084,829082,31.38,2.01,19.24,48.4,57.8,49.32,25,1929.583333,67.283979,1954.716021,1318,1942.911962,1045,0.023923,23.923,3.215809,457,34.673748,90065,1,1,34.112678,-118.228867,2.123,14.354067,2.731380389,9.569378,2.357961
427,186401,1864.01,8150.2,3032,53824,816071,17.05,2.34,15.27,73.38,11.83,29.03,1,1921,89.232704,1932.767296,159,1929.620915,153,0.006536,6.536,2.019685,118,74.213836,90065,1,1,34.117495,-118.24553,2.134,0,0,6.535948,2.019685
428,186403,1864.03,11881.1,2503,79243,685106,22.57,1.48,18.26,66.16,46.53,40.09,6,1920.333333,99.40796,1922.59204,402,1920.34949,392,0.015306,15.306,2.791541,379,94.278607,90065,1,1,34.111793,-118.239534,2.126,7.653061,2.157913157,7.653061,2.157913
429,186404,1864.04,15211.5,2356,82392,681090,25.98,1.27,11.46,68.46,32.71,35.23,3,1923.666667,82.04878,1939.95122,247,1928.818627,204,0.014706,14.706,2.754035,169,68.421053,90065,1,1,34.106764,-118.235441,2.119,9.803922,2.379909176,4.901961,1.775285
430,187101,1871.01,9832.3,2992,87870,852335,39.51,1.07,22.69,38.87,51.23,57.74,11,1923.727273,91.547445,1930.452555,687,1926.842748,655,0.016794,16.794,2.878855,599,87.190684,90039,1,1,34.115455,-118.259072,2.131,15.267176,2.789149309,1.526718,0.926921
431,187102,1871.02,5047.1,4269,62404,745370,29.12,1.62,21.27,52.47,37.67,49.8,13,1927.615385,74.154434,1947.845566,656,1930.127907,516,0.025145,25.145,3.263661,433,66.006098,90039,1,1,34.108721,-118.24372,2.124,11.605416,2.534126552,13.539652,2.67688
432,187200,1872,7764.5,2852,83247,674316,26.96,1.82,14.48,63.71,39.52,41.3,10,1921.8,77.02381,1944.97619,591,1929.020964,477,0.020964,20.964,3.089421,394,66.666667,90039,1,1,34.103224,-118.247252,2.119,16.771488,2.877595402,4.192872,1.647287
433,187300,1873,7642.5,3449,153360,1101879,56.22,2.35,20.56,19.25,44.99,74.06,21,1925.7,72.70903,1949.29097,897,1936.670315,731,0.028728,28.728,3.392082,472,52.619844,90039,1,1,34.101618,-118.256736,2.118,19.151847,3.003295936,9.575923,2.35858
434,188100,1881,5037.9,4101,71767,760520,42.4,2.63,11.14,48.82,29.11,53.66,10,1942.555556,83.635317,1938.364683,523,1932.807453,483,0.020704,20.704,3.077494,345,65.965583,90039,1,1,34.136435,-118.271125,2.144,8.281573,2.228031091,12.42236,2.596922
435,188201,1882.01,11304.7,3388,97051,1033537,63.96,4.31,10.3,17.36,14.61,77.77,18,1930.529412,68.197647,1953.802353,425,1945.777174,368,0.048913,48.913,3.910282,181,42.588235,90027,1,1,34.11184,-118.272262,2.124,35.326087,3.592536132,13.586957,2.680128
436,188202,1882.02,8441,2476,129000,1877632,66.92,3.51,14.74,11.03,54.03,78.8,22,1932.636364,72.885675,1949.114325,727,1942.815047,638,0.034483,34.483,3.569047,360,49.518569,90027,1,1,34.116406,-118.279766,2.125,23.510972,3.199120845,10.971787,2.482553
437,188300,1883,9095.8,3241,110662,898831,44.55,1.17,25.46,26.75,50,65.66,31,1924.645161,91.863918,1930.136082,971,1928.043478,943,0.032874,32.874,3.522642,848,87.332647,90039,1,1,34.120762,-118.264149,2.134,16.967126,2.888543766,15.906681,2.827709
438,189101,1891.01,16762.6,2558,82979,802696,68.14,2.46,10.75,14.93,18.44,77,12,1921.25,83.853896,1938.146104,308,1933.345196,281,0.042254,42.254,3.767079,183,59.415584,90027,1,1,34.104742,-118.288517,2.115,24.647887,3.244461203,17.605634,2.923464
439,189102,1891.02,13782.2,3343,98725,1250000,70.86,2.6,9.3,13.94,23.52,79.34,11,1923.909091,70.766355,1951.233645,535,1949.835907,518,0.021113,21.113,3.096177,188,35.140187,90027,1,1,34.11264,-118.288445,2.12,15.355086,2.794538942,5.758157,1.91075
440,189201,1892.01,25558,3214,53971,898438,68.45,4.51,10.11,16.3,6.24,67.84,5,1920.6,76.794521,1945.205479,146,1935.03937,127,0.039063,39.063,3.690441,77,52.739726,90027,1,1,34.103588,-118.296173,2.113,23.4375,3.196118838,15.625,2.810908
441,189202,1892.02,6874.3,2746,127812,1628906,73.02,1.57,10.96,11.29,51.32,83.59,23,1929.272727,84.960705,1937.039295,738,1932.452693,687,0.033382,33.382,3.537525,512,69.376694,90027,1,1,34.111337,-118.295768,2.117,26.124819,3.300449123,7.256894,2.111048
442,189300,1893,4371.7,3207,200001,1937931,71.34,2.56,13.03,8.61,89.52,81.19,37,1925.189189,75.913793,1946.086207,1276,1942.590452,1194,0.030962,30.962,3.464558,588,46.081505,90068,1,1,34.111272,-118.309327,2.115,23.430962,3.195851276,7.531381,2.143751
443,189400,1894,6385.4,3567,183431,1421159,77.01,2.86,5.61,9.5,57.65,78.9,31,1935.064516,74.131029,1947.868971,1245,1942.330333,1111,0.027878,27.878,3.36307,547,43.935743,90068,1,1,34.120086,-118.321155,2.112,23.381295,3.193816238,4.496403,1.704094
444,189501,1895.01,16350.2,2165,74633,1125000,75.01,3.65,6.47,11.73,19.32,73.42,18,1922.941176,72.95107,1949.04893,327,1936.198381,247,0.072874,72.874,4.302368,152,46.48318,90068,1,1,34.108928,-118.319272,2.114,56.680162,4.054913301,16.194332,2.84458
445,189502,1895.02,23146.8,2228,63176,1250000,67.1,5.83,7.05,17.95,12.35,67.53,5,1924.8,63.789744,1958.210256,195,1928.060606,99,0.049505,49.505,3.922071,81,41.538462,90068,1,1,34.107709,-118.324074,2.114,29.70297,3.424359402,19.80198,3.035048
446,189600,1896,9018.5,3728,92397,1314103,67.7,5.82,7.48,16.09,37.39,75.04,23,1934.25,68.263506,1953.736494,907,1938.087481,663,0.034639,34.639,3.573428,369,40.683572,90068,1,1,34.111265,-118.329811,2.112,22.590361,3.160838215,12.048193,2.56865
447,189702,1897.02,4210.2,2371,115229,1906051,71.11,4.51,7.97,11.77,56.68,72.27,15,1928.071429,65.392157,1956.607843,819,1945.664567,635,0.023622,23.622,3.203642,275,33.577534,90068,1,1,34.112498,-118.341036,2.11,14.173228,2.719532582,9.448819,2.346489
448,189703,1897.03,1745,2280,94942,1464286,65.61,7.19,8.42,14.56,56.95,76.39,3,1926.333333,55.886218,1966.113782,625,1961.918919,518,0.005792,5.792,1.915673,78,12.48,90068,1,1,34.127701,-118.334288,2.102,3.861004,1.581244972,1.930502,1.075174
449,189704,1897.04,7337.9,2758,109347,1393491,65.88,6.16,10.37,12.94,60.49,80.81,19,1939.052632,69.262215,1952.737785,615,1945.473888,517,0.03675,36.75,3.630998,225,36.585366,90068,1,1,34.131473,-118.346298,2.092,21.276596,3.103536609,15.473888,2.801777
450,189801,1898.01,13576.2,2153,101568,1481618,73.99,4.51,5.29,13.47,20.75,68.65,18,1920,75.85,1946.15,460,1941.420804,423,0.042553,42.553,3.773983,206,44.782609,90046,1,1,34.098481,-118.361351,2.122,35.460993,3.596243002,7.092199,2.0909
451,189802,1898.02,16400.5,2020,68388,1216049,71.78,6.49,5.99,12.08,18.55,69.72,15,1918.533333,75.070312,1946.929688,384,1925.958801,267,0.05618,56.18,4.0462,219,57.03125,90046,1,1,34.098061,-118.356084,2.119,52.434457,3.978455799,3.745318,1.557159
452,189903,1899.03,69339.9,2248,79578,670335,71.22,6.27,8.27,11.34,27.64,73.74,0,,54.170599,1967.829401,551,1967.829401,551,0,0,0,0,0,90046,1,1,34.10252,-118.347725,2.119,0,0,0,0
453,189904,1899.04,40148.7,2474,63564,697368,66.05,5.5,8.85,14.71,1.93,77.07,0,,29.847826,1992.152174,46,1918,4,0,0,0,4,8.695652,90046,1,1,34.099724,-118.346805,2.12,0,0,0,0
454,189905,1899.05,24680.2,2462,99792,894022,70.35,5.73,5.81,15.23,22.77,81.6,16,1917.785714,58.45584,1963.54416,351,1950.40724,221,0.072072,72.072,4.291446,88,25.071225,90046,1,1,34.100608,-118.3516,2.121,54.054054,4.008315504,18.018018,2.945387
455,189906,1899.06,35240.3,2759,80798,664894,67.27,7.36,8.81,12.65,4.79,76.4,2,1924,29.45283,1992.54717,212,1926.666667,24,0.08,80,4.394449,20,9.433962,90046,1,1,34.096169,-118.346835,2.111,80,4.394449155,0,0
456,189907,1899.07,38581.9,2417,63379,675000,70.62,6.45,6.95,12.49,4.32,69.28,2,1943,41.226087,1980.773913,115,1952.509434,53,0.036364,36.364,3.620698,16,13.913043,90046,1,1,34.096204,-118.351744,2.113,18.181818,2.953962861,18.181818,2.953963
457,190101,1901.01,21700.7,1880,59508,0,57.82,9.47,8.67,20.43,0,69.82,1,1923,,,0,,0,1,1000,6.908755,0,,90028,1,1,34.10247,-118.342319,2.118,1000,6.908754779,0,0
458,190102,1901.02,18704,2717,61096,630208,56.42,7.14,8.54,23.89,3.95,67.08,11,1918,53.418919,1968.581081,148,1946.044444,90,0.122222,122.222,4.813989,47,31.756757,90028,1,1,34.097713,-118.341342,2.114,77.777778,4.366630949,44.444444,3.816491
459,190201,1902.01,31545.8,2763,31560,625000,47.23,12.27,4.85,30.91,1.38,56.49,4,1919.5,101.4,1920.6,16,1920.6,15,0.210526,210.526,5.354349,15,93.75,90028,1,1,34.103363,-118.329726,2.116,210.526316,5.354349415,0,0
460,190202,1902.02,45114.8,3682,45466,875000,54.75,10.95,10.56,19.85,0.7,66.8,0,,11.923077,2010.076923,78,,0,,,,0,0,90028,1,1,34.103407,-118.335547,2.116,<Null>,<Null>,<Null>,<Null>
461,190302,1903.02,24470.3,2266,62691,1368421,60.19,7.72,8.78,19.9,7.73,63.05,3,1921.666667,83.383721,1938.616279,86,1938.616279,86,0.034483,34.483,3.569047,44,51.162791,90028,1,1,34.103968,-118.317757,2.114,22.988506,3.177574788,11.494253,2.525269
462,190303,1903.03,39722.5,2508,53086,1096154,55.62,5.98,10.77,26.4,3.63,49.95,0,,33.954545,1988.045455,44,1918.833333,12,0,0,0,12,27.272727,90028,1,1,34.103552,-118.311469,2.114,0,0,0,0
463,190401,1904.01,43692.1,2816,56635,462500,61.43,4.44,10.58,21.63,1.39,62.91,0,,50.454545,1971.545455,33,1955,12,0,0,0,2,6.060606,90027,1,1,34.103577,-118.302799,2.113,0,0,0,0
464,190402,1904.02,38864.7,2358,50202,0,58.78,3.77,14.93,21.5,0.75,54.68,2,1920,50.5,1971.5,14,1910.833333,6,0.25,250,5.525453,6,42.857143,90027,1,1,34.103554,-118.307164,2.113,250,5.525452939,0,0
465,190510,1905.1,35613.8,4378,49709,0,37.83,8.5,18.75,33.94,0,53.35,2,1953,36.475,1985.525,40,1916.3,10,0.166667,166.667,5.121978,10,25,90028,1,1,34.099982,-118.311402,2.113,0,0,166.666667,5.121978
466,190520,1905.2,36541.6,3442,46557,306667,45.26,4.65,15.66,34.34,8.54,45.38,3,1921.666667,66.752066,1955.247934,121,1926.6,60,0.05,50,3.931826,43,35.53719,90027,1,1,34.099938,-118.303817,2.112,50,3.931825633,0,0
467,190701,1907.01,12449.2,2127,32379,1233974,49.22,9.31,11.05,29.62,8.53,69.37,1,1922,94.62,1927.38,100,1927.38,100,0.009901,9.901,2.388854,100,100,90028,1,1,34.099789,-118.332668,2.117,0,0,9.90099,2.388854
468,190702,1907.02,18467,1426,82972,804348,48.6,4.56,8.91,37.66,17.35,62.22,4,1915.5,98.618557,1923.381443,99,1916.544444,90,0.043956,43.956,3.805685,90,90.909091,90028,1,1,34.096187,-118.335932,2.108,43.956044,3.805685211,0,0
469,190801,1908.01,21075.3,2638,33105,868243,41.02,6.52,9.74,44.39,4.9,51.4,2,1920,63.02381,1958.97619,84,1919.958333,48,0.041667,41.667,3.753418,48,57.142857,90028,1,1,34.094382,-118.324471,2.1,41.666667,3.753417975,0,0
470,190802,1908.02,18650,3505,59236,845170,40.63,8.1,8.45,43.02,9.46,44.96,5,1927.4,75.035294,1946.964706,172,1923.333333,120,0.041322,41.322,3.745314,114,66.27907,90028,1,1,34.094365,-118.329928,2.101,33.057851,3.528060586,8.264463,2.226186
471,190901,1909.01,20621.7,3903,50050,856250,21.8,4.28,3.31,75.38,6.4,29.4,4,1926,101.888889,1920.111111,54,1920.111111,54,0.071429,71.429,4.282601,51,94.444444,90028,1,1,34.094427,-118.312489,2.096,35.714286,3.603165936,35.714286,3.603166
472,190902,1909.02,18449.4,3469,51687,710106,34.45,5.02,6.72,54.68,5.23,37.59,5,1932.25,66.09009,1955.90991,111,1917.014925,67,0.071429,71.429,4.282601,67,60.36036,90028,1,1,34.0944,-118.319025,2.098,28.571429,3.386808644,42.857143,3.780938
473,191000,1910,23628.1,5918,80197,692154,46.92,11.24,10.98,28.54,9.41,64.9,1,,41.005556,1980.994444,361,1921.99115,113,0.00885,8.85,2.287427,113,31.301939,90028,1,1,34.10096,-118.321689,2.115,0,0,8.849558,2.287427
474,191110,1911.1,30605.2,3223,46361,640957,50.95,3.57,12.63,34.25,4.88,32.43,1,1926,101.534483,1920.465517,59,1918.789474,57,0.017241,17.241,2.903693,56,94.915254,90027,1,1,34.096589,-118.304953,2.101,0,0,17.241379,2.903693
475,191120,1911.2,25575.4,3749,45290,664855,36.2,4.29,10.67,50.57,9.83,45.97,1,1922,99.258065,1922.741935,129,1915.787611,113,0.00885,8.85,2.287427,110,85.271318,90029,1,1,34.092934,-118.304806,2.089,0,0,8.849558,2.287427
476,191201,1912.01,18233.9,4029,50511,729167,57.73,2.88,12.24,28.05,5.53,38.53,3,1944.666667,101.848101,1920.151899,79,1918.948718,78,0.038462,38.462,3.675326,75,94.936709,90027,1,1,34.098582,-118.296186,2.107,12.820513,2.626153925,25.641026,3.282452
477,191203,1912.03,31540.7,2499,31798,663265,34.53,5,17.09,44.74,6.62,40.07,0,,101.421875,1920.578125,64,1919.349206,63,0,0,0,62,96.875,90029,1,1,34.093172,-118.29392,2.089,0,0,0,0
478,191204,1912.04,23635,1835,48814,678571,40.54,3.22,16.73,41.69,8.79,46.07,4,1920.25,100.615385,1921.384615,104,1920.039216,102,0.039216,39.216,3.694257,100,96.153846,90029,1,1,34.093071,-118.298293,2.088,9.803922,2.379909176,29.411765,3.41483
479,191301,1913.01,20404.1,2155,51405,718750,27.52,4.78,20.65,49.65,9.42,48.19,6,1912.5,103.0625,1918.9375,112,1918.252252,111,0.053571,53.571,3.99951,108,96.428571,90029,1,1,34.092339,-118.286597,2.087,8.928571,2.295416604,44.642857,3.820847
480,191302,1913.02,13297.5,2169,55062,648333,30.89,4.61,24.9,40.94,10.08,50.62,7,1915.714286,93.298077,1928.701923,105,1918.033708,89,0.077778,77.778,4.366631,83,79.047619,90027,1,1,34.096233,-118.288416,2.1,22.222222,3.145109675,55.555556,4.035223
481,191410,1914.1,32231,3875,45434,672414,21.39,3.33,13.75,65.94,3.4,36.4,8,1921.25,90.785714,1931.214286,42,1919.264706,34,0.210526,210.526,5.354349,33,78.571429,90029,1,1,34.088767,-118.288129,2.075,131.578947,4.887178297,78.947368,4.381369
482,191420,1914.2,32593.8,2859,64813,625000,25.46,3.11,12.49,61.77,5.34,39.73,4,1921.25,80.176471,1941.823529,51,1921.769231,39,0.102564,102.564,4.640191,37,72.54902,90029,1,1,34.085126,-118.288115,2.063,51.282051,3.956653124,51.282051,3.956653
483,191500,1915,19722.2,4884,59791,849670,23.81,3.13,20.37,54.98,24.57,37.23,5,1919.4,98.334507,1923.665493,286,1921.706522,276,0.018051,18.051,2.947096,263,91.958042,90029,1,1,34.087266,-118.296049,2.068,14.440433,2.736989602,3.610108,1.528251
484,191610,1916.1,26313.5,4246,55998,1129310,24.21,3.37,10.65,64.04,11.64,42.25,10,1920.555556,98.771605,1923.228395,164,1918.333333,153,0.064103,64.103,4.175964,153,93.292683,90029,1,1,34.08639,-118.305969,2.067,38.461538,3.675326488,25.641026,3.282452
485,191620,1916.2,30749.6,2717,31544,881579,25.43,3.46,13.4,60.47,6.86,30.6,2,1925,101.727273,1920.272727,33,1918.25,32,0.060606,60.606,4.12076,31,93.939394,90029,1,1,34.08859,-118.302733,2.073,60.606061,4.120760252,0,0
486,191710,1917.1,9678.3,2648,34112,793367,26.7,5.32,9.67,60.31,7.02,26.64,7,1923.285714,87.691667,1934.308333,120,1919.88,100,0.067308,67.308,4.224022,96,80,90038,1,1,34.086517,-118.316969,2.073,57.692308,4.072308674,9.615385,2.362304
487,191720,1917.2,34256.4,3496,34864,629464,20.05,2.92,9.55,70.57,6.69,31.39,2,1924,92.395833,1929.604167,98,1920.563218,87,0.022727,22.727,3.166625,83,84.693878,90038,1,1,34.088795,-118.312373,2.078,22.727273,3.166625135,0,0
488,191810,1918.1,19874.4,3102,51881,1021739,29.79,5.35,6.22,60.77,4.07,36.11,3,1961,48.325301,1973.674699,83,1916.032258,31,0.09375,93.75,4.551242,31,37.349398,90038,1,1,34.088929,-118.327724,2.085,31.25,3.473518043,62.5,4.15104
489,191820,1918.2,20976,3278,81661,675000,43.2,6.44,9.98,39.48,10.38,56.99,2,1919.5,34.148649,1987.851351,149,1918.12,25,0.076923,76.923,4.355722,24,16.107383,90038,1,1,34.085301,-118.327717,2.075,38.461538,3.675326488,38.461538,3.675326
490,191901,1919.01,14521.7,4335,62232,821875,53.15,9.13,9.87,26.25,4.92,61.21,10,1931.666667,57.143617,1964.856383,188,1920.691489,94,0.106383,106.383,4.676402,93,49.468085,90038,1,1,34.090688,-118.338373,2.094,74.468085,4.323709853,31.914894,3.493925
491,191902,1919.02,10972.6,3077,115027,1502381,66.72,3.96,11.02,14.04,47.8,83.31,37,1940.305556,76.184066,1945.815934,730,1934.516287,614,0.059968,59.968,4.110342,473,64.794521,90038,1,1,34.083778,-118.338834,2.076,42.139384,3.764436364,17.828201,2.935356
492,192001,1920.01,12950.4,2654,86502,1234694,70.65,5.2,8.4,12.7,22.17,67.09,16,1925.866667,74.282548,1947.717452,361,1927.100746,268,0.05948,59.48,4.102305,260,72.022161,90046,1,1,34.085232,-118.347309,2.084,40.892193,3.735099492,18.587361,2.974884
493,192002,1920.02,8020.5,2658,125252,1213725,76,2.41,6.25,12.26,43.73,78.09,56,1930.214286,79.981061,1942.018939,794,1925.70405,642,0.08642,86.42,4.470721,627,78.967254,90046,1,1,34.083546,-118.355332,2.086,74.074074,4.31847528,12.345679,2.591193
494,192300,1923,8613.8,2925,132044,1324194,65.09,4.51,16.82,10.02,37.86,78.14,24,1919.608696,76.37027,1945.62973,743,1938.748476,656,0.036585,36.585,3.626615,426,57.335128,90004,1,1,34.079748,-118.328504,2.059,28.963415,3.399977125,7.621951,2.154311
495,192410,1924.1,13913.6,3674,95664,1140121,48.8,4.41,23.76,20.01,36.09,73.39,54,1922.358491,84.893352,1937.106648,724,1922.691275,596,0.089404,89.404,4.504288,581,80.248619,90004,1,1,34.079863,-118.318113,2.054,67.880795,4.232377398,21.523179,3.114545
496,192420,1924.2,28912.6,3627,61694,780063,20.4,4.16,35.07,39.81,11.51,43.39,6,1937,46.129909,1975.870091,331,1922.561404,114,0.052174,52.174,3.973568,97,29.305136,90004,1,1,34.079885,-118.311345,2.05,52.173913,3.97356792,0,0
497,192510,1925.1,26527.6,3490,59916,709652,10.69,2.12,35.76,52.84,23.57,38.89,1,1913,81.794643,1940.205357,232,1916.804878,164,0.006098,6.098,1.959751,163,70.258621,90004,1,1,34.079874,-118.306869,2.047,6.097561,1.9597512,0,0
498,192520,1925.2,35845.6,4260,49303,687500,15.07,2.44,17.61,70.47,5,27.33,3,1921.666667,100.108434,1921.891566,169,1920.325153,163,0.018293,18.293,2.959726,158,93.491124,90004,1,1,34.07993,-118.302509,2.044,6.097561,1.9597512,12.195122,2.579847
499,192610,1926.1,25301.1,4058,42399,877119,20.21,4.36,14.47,66.95,6.47,32.06,3,1918,86.425532,1935.574468,94,1919.236842,76,0.038462,38.462,3.675326,74,78.723404,90004,1,1,34.08137,-118.296166,2.049,25.641026,3.282452345,12.820513,2.626154
500,192620,1926.2,34241.1,3220,47013,806818,13.35,3.35,25.25,60.56,3.88,24.62,3,1934.333333,99.74359,1922.25641,39,1918.216216,37,0.075,75,4.330733,37,94.871795,90004,1,1,34.077677,-118.296066,2.037,25,3.258096538,50,3.931826
501,192700,1927,17674.6,3625,59109,782895,21.35,5.35,21.46,54.65,11.89,32.97,8,1920.6,71.245614,1950.754386,171,1922.101695,118,0.066667,66.667,4.214594,100,58.479532,90004,1,1,34.080018,-118.288119,2.046,50,3.931825633,16.666667,2.87168
502,194101,1941.01,3320.6,3260,110588,2000001,73.07,3.74,6.07,13.28,36.24,73.72,8,1931,64.363395,1957.636605,754,1949.865931,634,0.012618,12.618,2.611414,171,22.679045,90046,1,1,34.111424,-118.353032,2.11,7.886435,2.184525994,4.731861,1.74604
503,194102,1941.02,2568.2,3474,153705,1983813,77.09,3.37,6.99,6.62,79.03,73.89,10,1943.1,59.873184,1962.126816,1516,1957.292424,1320,0.007576,7.576,2.148939,227,14.973615,90046,1,1,34.116871,-118.36626,2.106,4.545455,1.712978591,3.030303,1.393842
504,194200,1942,3618.5,3637,186584,1997512,81.3,1.9,4.65,8.22,78.92,75.61,25,1931.958333,69.685714,1952.314286,1859,1944.10607,1565,0.015964,15.964,2.831108,688,37.009145,90046,1,1,34.103514,-118.375009,2.125,11.494253,2.525268768,4.469987,1.699276
505,194300,1943,3152.8,3008,200001,2000001,79.42,3.03,5.12,8.14,73.52,73.09,12,1951.5,63.923028,1958.076972,1561,1951.843888,1358,0.008837,8.837,2.286102,331,21.204356,90069,1,1,34.101676,-118.387531,2.131,6.627393,2.031746139,2.209131,1.166
506,194401,1944.01,14268.9,2566,104383,1295775,69.33,5.77,7.99,12.78,20.22,70.98,18,1932.764706,78.631124,1943.368876,348,1926.739286,280,0.064057,64.057,4.175263,265,76.149425,90046,1,1,34.084315,-118.364236,2.096,49.822064,3.928330592,14.234875,2.723587
507,194402,1944.02,14296,3252,114893,1066964,77.4,2.34,8.12,8.95,33.97,80.29,24,1928.958333,54.743741,1967.256259,681,1945.509302,430,0.055427,55.427,4.032952,248,36.417034,90069,1,1,34.085046,-118.371913,2.104,48.498845,3.901949341,6.928406,2.070452
508,194500,1945,9036.1,2391,129498,1736290,74.45,2.8,10.96,9.16,53.18,74.87,46,1933.333333,77.035775,1944.964225,590,1927.837607,468,0.097665,97.665,4.591726,455,77.118644,90048,1,1,34.07818,-118.369608,2.091,82.802548,4.42846341,14.861996,2.763926
509,195100,1951,6769.6,4954,141861,1312702,64.13,2.44,15.16,13.52,60.29,80.72,48,1935.170213,73.73321,1948.26679,1623,1939.115018,1365,0.035165,35.165,3.588087,882,54.343808,90039,1,1,34.10083,-118.266832,2.115,23.443223,3.196353018,11.721612,2.543302
